Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Bronx,Black,2007,6 year June,5050,3286,65.06930542,2447,48.45544434,74.46743774,244,4.831683159,7.425441265,2203,43.62376404,67.04199982,839,16.61386108,25.53256226,199,3.940593958,1254,24.83168411,208,4.118812084,96,1.900990129
Bronx,Black,2006,6 year June,5153,3454,67.02891541,2294,44.51775742,66.4157486,271,5.259072304,7.845975876,2023,39.25868607,58.56977463,1160,22.51115799,33.5842514,179,3.473704576,1161,22.53056526,230,4.463419437,117,2.270522118
Bronx,Black,2005,6 year June,5141,3361,65.37638855,1955,38.02762222,58.16721344,264,5.135187626,7.854804993,1691,32.89243317,50.31240845,1406,27.34876442,41.83278656,325,6.321727276,1071,20.83252335,239,4.648900986,136,2.645399809
Bronx,Black,2004,6 year June,4859,3144,64.70467377,1643,33.81354141,52.25827026,272,5.597859859,8.651399612,1371,28.21568298,43.60686874,1501,30.89113045,47.74172974,378,7.779378414,1012,20.82733154,241,4.959868431,72,1.48178637
Bronx,Black,2003,6 year June,4590,2791,60.80609894,1379,30.04357338,49.40881348,230,5.010893345,8.240774155,1149,25.03268051,41.16804123,1412,30.76252747,50.59118652,360,7.843137264,1078,23.48583794,246,5.359477043,107,2.331154585
Bronx,Black,2002,6 year June,3965,2262,57.04917908,1063,26.80958366,46.99381256,151,3.808322906,6.675508499,912,23.00126076,40.31830215,1214,30.61790657,53.66931915,356,8.978562355,1035,26.103405,219,5.523329258,73,1.841109753
Bronx,Black,2001,6 year June,3852,2135,55.42575455,882,22.89719582,41.31147385,163,4.23156786,7.634660244,719,18.66562843,33.67681503,1264,32.81412125,59.2037468,217,5.633437157,1182,30.68535805,299,7.762201309,17,0.4413291812
Bronx,Hispanic,2015,4 year August,8327,5623,67.52732086,4771,57.29554367,84.84794617,507,6.088627338,9.016539574,4264,51.20691681,75.83140564,852,10.23177624,15.15205383,1337,16.05620193,1194,14.33889771,50,0.600456357,123,1.477122664
Bronx,Hispanic,2014,4 year August,8338,5304,63.61237717,4549,54.55744934,85.76545715,498,5.972655296,9.389140129,4051,48.58479309,76.37631989,755,9.05492878,14.23453999,1690,20.26865005,1189,14.26001453,43,0.5157111883,112,1.343247771
Bronx,Hispanic,2013,4 year August,8143,5139,63.10942078,4478,54.99201584,87.13757324,512,6.2876091,9.963027954,3966,48.70441055,77.17454529,661,8.117401123,12.86242485,1707,20.96278954,1112,13.65590096,78,0.957877934,104,1.277170539
Bronx,Hispanic,2012,4 year August,8052,4911,60.99105835,4384,54.44610214,89.26898956,430,5.340288162,8.755854607,3954,49.10581207,80.51313019,527,6.544957638,10.73101234,1834,22.77694893,1170,14.53055096,65,0.8072528839,70,0.8693492413
Bronx,Hispanic,2011,4 year August,8392,4829,57.54289627,4350,51.83507919,90.08076477,390,4.647283077,8.076206207,3960,47.18779755,82.00455475,479,5.707817078,9.919238091,2041,24.32078171,1290,15.3717823,140,1.668255448,87,1.036701679
Bronx,Hispanic,2010,4 year August,8463,4589,54.22426987,4135,48.85974121,90.10677338,422,4.986411572,9.195902824,3713,43.87332916,80.91087341,454,5.364528179,9.893222809,2238,26.44452286,1396,16.49533272,139,1.642443538,98,1.157981753
Bronx,Hispanic,2009,4 year August,8913,4745,53.23684692,4353,48.83877563,91.73867035,513,5.755637646,10.81138039,3840,43.08313751,80.92729187,392,4.398070335,8.261327744,2321,26.04061508,1548,17.3678894,176,1.974643826,119,1.335128427
Bronx,Hispanic,2008,4 year August,9074,4611,50.81551743,4233,46.64976883,91.80221558,480,5.289839268,10.40988922,3753,41.35992813,81.39232635,378,4.165748119,8.197788239,2456,27.06634331,1643,18.10667801,217,2.391448021,135,1.48776722
Bronx,Hispanic,2007,4 year August,9199,4997,54.32112122,3835,41.6893158,76.74604797,557,6.055006027,11.14668846,3278,35.63430786,65.5993576,1162,12.63180828,23.25395203,2210,24.02435112,1594,17.3279705,212,2.304598331,170,1.848026991
Bronx,Hispanic,2006,4 year August,8850,4896,55.32203293,3294,37.22034073,67.27941132,540,6.101695061,11.02941132,2754,31.11864471,56.25,1602,18.10169411,32.72058868,1950,22.0338974,1490,16.83615875,256,2.892655373,253,2.858757019
Bronx,Hispanic,2005,4 year August,8616,4716,54.73537445,2955,34.29665756,62.65903473,571,6.627205372,12.10771847,2384,27.66945267,50.55131531,1761,20.4387188,37.34096527,2032,23.58403015,1351,15.68013,244,2.831940651,273,3.168523788
Bronx,Hispanic,2015,4 year June,8327,5243,62.96385193,4512,54.18518066,86.05760193,504,6.052599907,9.612816811,4008,48.1325798,76.44478607,731,8.778672218,13.94239902,1702,20.43953323,1208,14.50702572,51,0.6124655008,123,1.477122664
Bronx,Hispanic,2014,4 year June,8338,4955,59.42671967,4327,51.89493942,87.32593536,496,5.948668957,10.01009083,3831,45.94626999,77.31584167,628,7.53178215,12.67406654,2034,24.39433861,1189,14.26001453,48,0.5756776333,112,1.343247771
Bronx,Hispanic,2013,4 year June,8143,4835,59.37615204,4256,52.26575089,88.02481842,510,6.263048172,10.54808712,3746,46.00270081,77.47673035,579,7.11040163,11.97518063,2009,24.67149734,1112,13.65590096,80,0.9824389219,104,1.277170539
Bronx,Hispanic,2012,4 year June,8052,4648,57.72478867,4197,52.12369537,90.29690552,432,5.36512661,9.294320107,3765,46.75856781,81.00257874,451,5.601092815,9.703098297,2095,26.01838112,1170,14.53055096,67,0.8320913911,70,0.8693492413
Bronx,Hispanic,2011,4 year June,8392,4506,53.69399261,4108,48.95138168,91.16733551,387,4.611534595,8.58854866,3721,44.33984756,82.57878113,398,4.742611885,8.832667351,2360,28.12202072,1290,15.3717823,144,1.715919971,87,1.036701679
Bronx,Hispanic,2010,4 year June,8463,4181,49.40328598,3794,44.83043671,90.74384308,417,4.927330971,9.973690033,3377,39.90310669,80.77014923,387,4.572846413,9.256158829,2645,31.25369263,1396,16.49533272,140,1.654259682,98,1.157981753
Bronx,Hispanic,2009,4 year June,8913,4228,47.43632889,3924,44.02558136,92.80983734,506,5.677100658,11.96783447,3418,38.34848022,80.84200287,304,3.410748243,7.190160751,2823,31.67283821,1549,17.37910843,190,2.131717682,119,1.335128427
Bronx,Hispanic,2008,4 year June,9074,4138,45.60282135,3857,42.50606155,93.20928192,475,5.234736443,11.4789753,3382,37.27132416,81.7303009,281,3.096760035,6.790719986,2923,32.21291733,1643,18.10667801,223,2.45757103,135,1.48776722
Bronx,Hispanic,2007,4 year June,9199,4507,48.99445724,3599,39.12381744,79.8535614,552,6.000652313,12.24761486,3047,33.12316513,67.6059494,908,9.870637894,20.1464386,2685,29.18795586,1609,17.49103165,217,2.358952045,166,1.804543972
Bronx,Hispanic,2006,4 year June,8850,4469,50.49717331,3121,35.26553726,69.83665466,534,6.033898354,11.94898224,2587,29.23163795,57.88767242,1348,15.23163795,30.16334724,2360,26.66666603,1507,17.02824783,256,2.892655373,253,2.858757019
Bronx,Hispanic,2005,4 year June,8616,4356,50.5571022,2842,32.98514557,65.24333954,570,6.615598679,13.08539963,2272,26.36954498,52.15794373,1514,17.57195854,34.75665665,2392,27.7623024,1351,15.68013,244,2.831940651,273,3.168523788
Bronx,Hispanic,2004,4 year June,8009,3810,47.57148361,2146,26.79485512,56.32545853,432,5.393931866,11.33858299,1714,21.40092468,44.98687744,1664,20.77662659,43.67454147,2463,30.75290298,1490,18.60407066,205,2.55962038,41,0.511924088
Bronx,Hispanic,2003,4 year June,7583,3131,41.28972626,1708,22.52406693,54.5512619,380,5.011209488,12.13669777,1328,17.51285744,42.41456223,1423,18.76565933,45.4487381,2548,33.60147858,1598,21.0734539,183,2.413292885,116,1.529737592
Bronx,Hispanic,2002,4 year June,6623,2606,39.34772873,1325,20.00603867,50.84420395,228,3.442548752,8.749040604,1097,16.56348991,42.09516525,1286,19.41718292,49.34766006,2351,35.497509,1378,20.80628204,155,2.34032917,106,1.600483179
Bronx,Hispanic,2001,4 year June,6150,2261,36.76422882,1064,17.30081367,47.05882263,242,3.934959412,10.70322895,822,13.36585331,36.35559464,1198,19.47967529,52.98540497,2035,33.08943176,1506,24.48780441,300,4.878048897,47,0.7642276287
Bronx,Hispanic,2014,5 year August,8254,5734,69.46934509,4810,58.27477646,83.88559723,498,6.033438206,8.685036659,4312,52.24133682,75.20056152,924,11.19457245,16.11440468,485,5.875938892,1778,21.54107094,144,1.744608641,113,1.369033217
Bronx,Hispanic,2013,5 year August,8074,5543,68.65246582,4719,58.44686508,85.13440704,514,6.366113663,9.272956848,4205,52.08075333,75.8614502,824,10.20559788,14.86559582,729,9.028982162,1537,19.03641319,157,1.944513202,107,1.325241566
Bronx,Hispanic,2012,5 year August,7989,5319,66.57904816,4654,58.25510025,87.49765015,430,5.38240099,8.084226608,4224,52.87269974,79.41342163,665,8.323945045,12.50234985,824,10.31418228,1573,19.68957329,182,2.278132439,88,1.101514578
Bronx,Hispanic,2011,5 year August,8309,5363,64.54447174,4718,56.78180313,87.97315216,390,4.693705559,7.272049427,4328,52.08809662,80.70110321,645,7.762667179,12.0268507,804,9.676254272,1821,21.91599464,223,2.683836699,90,1.083162785
Bronx,Hispanic,2010,5 year August,8369,5182,61.91898727,4576,54.67797852,88.30567169,423,5.054367542,8.162871361,4153,49.62361145,80.14279938,606,7.241008282,11.6943264,990,11.82936954,1885,22.52359962,206,2.461464882,101,1.206834793
Bronx,Hispanic,2009,5 year August,8805,5405,61.38557816,4870,55.30948257,90.10176086,514,5.837592125,9.509713173,4356,49.4718895,80.59204102,535,6.076093197,9.898241997,1073,12.18625736,1992,22.62350845,206,2.339579821,123,1.396933556
Bronx,Hispanic,2008,5 year August,8966,5208,58.08610153,4695,52.36448669,90.14977264,481,5.364711285,9.235791206,4214,46.99977875,80.91397858,513,5.721614838,9.850230217,1095,12.21280384,2146,23.93486595,374,4.171313763,137,1.527994633
Bronx,Hispanic,2007,5 year August,9094,5545,60.97426987,4067,44.72179413,73.3453598,561,6.168902397,10.11722279,3506,38.55289078,63.22813416,1478,16.25247383,26.65464401,642,7.059599876,2367,26.02815056,363,3.991642952,158,1.737409234
Bronx,Hispanic,2006,5 year August,9099,5448,59.87471008,3448,37.89427567,63.28927994,544,5.97867918,9.985315323,2904,31.91559601,53.30396652,2000,21.98043823,36.71072006,874,9.605451584,2101,23.09045029,431,4.736784458,235,2.582701445
Bronx,Hispanic,2014,5 year June,8254,5665,68.63339233,4770,57.79016113,84.20123291,498,6.033438206,8.790821075,4272,51.75672531,75.41041565,895,10.84322739,15.79876423,534,6.469590664,1797,21.77126312,144,1.744608641,114,1.381148577
Bronx,Hispanic,2013,5 year June,8074,5495,68.05796051,4692,58.11246109,85.38671875,514,6.366113663,9.35395813,4178,51.74634552,76.03276062,803,9.945504189,14.61328506,776,9.611097336,1538,19.04879951,157,1.944513202,107,1.325241566
Bronx,Hispanic,2012,5 year June,7989,5259,65.82801056,4618,57.80448151,87.81137085,430,5.38240099,8.176459312,4188,52.42208099,79.63491058,641,8.023531914,12.18862915,881,11.02766323,1576,19.72712517,182,2.278132439,88,1.101514578
Bronx,Hispanic,2011,5 year June,8309,5271,63.43723679,4661,56.09579849,88.42724609,390,4.693705559,7.398975372,4271,51.40209579,81.02826691,610,7.341436863,11.57275677,894,10.75941753,1822,21.92803001,224,2.69587183,90,1.083162785
Bronx,Hispanic,2010,5 year June,8369,5095,60.87943649,4511,53.90130234,88.53778076,423,5.054367542,8.302257538,4088,48.84693527,80.23552704,584,6.978133678,11.46221828,1072,12.80917645,1889,22.57139397,207,2.473413706,101,1.206834793
Bronx,Hispanic,2009,5 year June,8805,5273,59.88642883,4761,54.07154846,90.29016113,514,5.837592125,9.747771263,4247,48.2339592,80.54238892,512,5.814877987,9.709842682,1202,13.65133476,1993,22.63486671,208,2.362294197,123,1.396933556
Bronx,Hispanic,2008,5 year June,8966,5076,56.61387634,4589,51.18224335,90.40583038,481,5.364711285,9.4759655,4108,45.81753159,80.92986298,487,5.431630611,9.594168663,1219,13.59580612,2149,23.96832466,378,4.215926647,137,1.527994633
Bronx,Hispanic,2007,5 year June,9094,5442,59.84165573,4021,44.21596527,73.88827515,561,6.168902397,10.3087101,3460,38.04706573,63.57956696,1421,15.6256876,26.11172295,711,7.818341732,2397,26.35803795,367,4.035627842,158,1.737409234
Bronx,Hispanic,2006,5 year June,9099,5330,58.5778656,3417,37.55357742,64.10881805,544,5.97867918,10.20637894,2873,31.57489777,53.90243912,1913,21.02428818,35.891181950000004,958,10.5286293,2137,23.48609734,431,4.736784458,232,2.549730778
Bronx,Hispanic,2005,5 year June,8794,5266,59.88173676,3133,35.62656403,59.49487305,578,6.572663307,10.97607327,2555,29.05389977,48.51879883,2133,24.25517464,40.50512695,953,10.83693409,1925,21.889925,373,4.241528511,261,2.967932701
Bronx,Hispanic,2004,5 year June,8060,4625,57.38213348,2348,29.1315136,50.76756668,443,5.496277809,9.578378677,1905,23.63523483,41.18918991,2277,28.25061989,49.23243332,938,11.63771725,1904,23.62282944,310,3.846153736,283,3.511166334
Bronx,Hispanic,2003,5 year June,7583,3931,51.83964157,1884,24.8450489,47.92673492,393,5.182645321,9.997456551,1491,19.66240311,37.92927933,2047,26.99459267,52.07326508,1103,14.54569435,2074,27.35065269,346,4.562838078,122,1.608861923
Bronx,Hispanic,2002,5 year June,6623,3310,49.97735214,1474,22.25577545,44.53172302,236,3.563339949,7.129909515,1238,18.69243622,37.40181351,1867,28.18964195,56.40483475,1046,15.79344654,1879,28.37082863,247,3.729427814,112,1.691076517
Bronx,Hispanic,2001,5 year June,6150,2922,47.51219559,1170,19.02439117,40.04106903,250,4.065040588,8.555783272,920,14.95934963,31.48528481,1760,28.61788559,60.23271561,826,13.4308939,1940,31.54471588,407,6.617886066,47,0.7642276287
Bronx,Hispanic,2013,6 year June,8034,5699,70.9360199,4808,59.84565735,84.36567688,514,6.397809505,9.019125938,4294,53.44784546,75.34654999,891,11.09036636,15.63432217,368,4.580532551,1699,21.14762306,163,2.028877258,105,1.306945443
Bronx,Hispanic,2012,6 year June,7950,5490,69.05660248,4754,59.79874039,86.59380341,430,5.408804893,7.832422733,4324,54.38993835,78.76138306,736,9.257862091,13.40619278,499,6.276729584,1680,21.13207626,193,2.427672863,87,1.094339609
Bronx,Hispanic,2011,6 year June,8328,5507,66.12631989,4806,57.70893478,87.27074432,390,4.682997227,7.081895828,4416,53.02593613,80.1888504,701,8.417387009,12.72925377,546,6.556195736,1948,23.39097023,225,2.701729059,98,1.176753163
Bronx,Hispanic,2010,6 year June,8337,5382,64.5555954,4697,56.33921051,87.27239227,423,5.073767662,7.859531879,4274,51.26544189,79.41285706,685,8.216384888,12.72761059,598,7.172843933,2030,24.34928703,218,2.614849567,105,1.259445786
Bronx,Hispanic,2009,6 year June,8794,5628,63.99818039,5032,57.22083282,89.41009521,514,5.844894409,9.132906914,4518,51.37593842,80.27718353,596,6.777348042,10.58990765,668,7.596088409,2137,24.30065918,221,2.513077021,134,1.52376616
Bronx,Hispanic,2008,6 year June,8932,5413,60.60232925,4845,54.24317169,89.50674438,481,5.385132313,8.886014938,4364,48.85803986,80.62072754,568,6.359158039,10.49325657,612,6.85176897,2286,25.59337234,480,5.373936176,136,1.522615314
Bronx,Hispanic,2007,6 year June,9048,5729,63.31785965,4161,45.98806381,72.63047791,561,6.200265408,9.792284966,3600,39.78779984,62.83819199,1568,17.32979584,27.369524,333,3.680371284,2437,26.93412971,381,4.210875511,153,1.690981388
Bronx,Hispanic,2006,6 year June,8794,5614,63.83898163,3485,39.62929153,62.07695007,544,6.18603611,9.690060616,2941,33.44325638,52.38689041,2129,24.20968819,37.92304993,406,4.616784096,2159,24.55083084,385,4.377985001,217,2.467591524
Bronx,Hispanic,2005,6 year June,8800,5537,62.92045593,3183,36.17045593,57.48600388,580,6.590909004,10.47498608,2603,29.57954597,47.01101685,2354,26.75,42.51399612,583,6.625,2026,23.02272797,405,4.602272511,231,2.625
Bronx,Hispanic,2004,6 year June,8071,4899,60.69879913,2400,29.73609161,48.98958969,445,5.513566971,9.083486557,1955,24.22252464,39.90610504,2499,30.96270561,51.01041031,653,8.090695381,2059,25.51108932,318,3.940032244,125,1.548754811
Bronx,Hispanic,2003,6 year June,7612,4199,55.16289902,1929,25.34156609,45.93951035,394,5.176037788,9.38318634,1535,20.16552734,36.55632401,2270,29.82133484,54.06048965,613,8.053073883,2224,29.21702576,357,4.689963341,212,2.785076141
Bronx,Hispanic,2002,6 year June,6623,3550,53.60108566,1508,22.76913834,42.47887421,237,3.578438759,6.676056385,1271,19.19069862,35.8028183,2073,31.3000145,58.39436722,617,9.316020012,2032,30.6809597,281,4.242790222,114,1.721274376
Bronx,Hispanic,2001,6 year June,6150,3102,50.43902588,1188,19.31707382,38.29787064,250,4.065040588,8.059316635,938,15.25203228,30.23855591,1935,31.46341515,62.37910843,349,5.674796581,2197,35.72357559,447,7.268292904,47,0.7642276287
Bronx,Multi-Racial,2015,4 year August,94,72,76.59574127,68,72.34042358,94.44444275,25,26.59574509,34.72222137,43,45.74468231,59.72222137,4,4.255319118,5.555555344,18,19.14893532,4,4.255319118,0,0,0,0
Bronx,Multi-Racial,2014,4 year August,101,84,83.1683197,79,78.21781921,94.04762268,24,23.76237679,28.5714283,55,54.45544434,65.47618866,5,4.950495243,5.952381134,11,10.89108944,6,5.940594196,0,0,0,0
Bronx,Multi-Racial,2013,4 year August,71,61,85.9154892,58,81.69013977,95.08197021,12,16.90140915,19.67213058,46,64.78873444,75.40983582,3,4.225352287,4.918032646,5,7.042253494,5,7.042253494,0,0,0,0
Bronx,Multi-Racial,2012,4 year August,133,118,88.72180176,115,86.46616364,97.45762634,75,56.39097595,63.55932236,40,30.07518768,33.89830399,3,2.255639076,2.542372942,5,3.75939846,9,6.766917229,0,0,1,0.7518796921
Bronx,Multi-Racial,2011,4 year August,23,14,60.86956406,14,60.86956406,100,4,17.39130402,28.5714283,10,43.47826004,71.42857361,0,0,0,3,13.04347801,6,26.08695602,0,0,0,0
Bronx,Multi-Racial,2010,4 year August,27,17,62.9629631,16,59.25925827,94.11764526,6,22.22222137,35.29411697,10,37.0370369,58.82352829,1,3.703703642,5.882352829,6,22.22222137,4,14.81481457,0,0,0,0
Bronx,Multi-Racial,2009,4 year August,7,3,42.8571434,3,42.8571434,100,0,0,0,3,42.8571434,100,0,0,0,2,28.5714283,1,14.28571415,1,14.28571415,0,0
Bronx,Multi-Racial,2008,4 year August,7,5,71.42857361,4,57.1428566,80,0,0,0,4,57.1428566,80,1,14.28571415,20,1,14.28571415,1,14.28571415,0,0,0,0
Bronx,Multi-Racial,2007,4 year August,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Bronx,Multi-Racial,2006,4 year August,26,18,69.2307663,14,53.84615326,77.77777863,1,3.846153736,5.555555344,13,50,72.22222137,4,15.38461494,22.22222137,5,19.23077011,3,11.53846169,0,0,0,0
Bronx,Multi-Racial,2005,4 year August,49,32,65.30612183,24,48.97959137,75,5,10.20408154,15.625,19,38.77550888,59.375,8,16.32653046,25,12,24.48979568,5,10.20408154,0,0,0,0
Bronx,Multi-Racial,2015,4 year June,94,69,73.40425873,65,69.14893341,94.20289612,25,26.59574509,36.231884,40,42.55319214,57.97101593,4,4.255319118,5.797101498,21,22.34042549,4,4.255319118,0,0,0,0
Bronx,Multi-Racial,2014,4 year June,101,79,78.21781921,75,74.2574234,94.93670654,24,23.76237679,30.37974739,51,50.49504852,64.55696106,4,3.960396051,5.063291073,16,15.84158421,6,5.940594196,0,0,0,0
Bronx,Multi-Racial,2013,4 year June,71,60,84.50704193,58,81.69013977,96.66666412,12,16.90140915,20,46,64.78873444,76.66666412,2,2.816901445,3.333333254,6,8.450704575,5,7.042253494,0,0,0,0
